pcode,prolific_id,username,session,finished,block_global,period,block_in_period,task_label,difficulty,set_id,score,sent,emoji_label,msg_words,msg_len,msg,cat_states_a_number,cat_says_they_did_well,cat_says_they_did_badly,cat_mentions_the_task_being_hard,cat_blames_own_ability,cat_brags_about_own_ability,cat_names_an_emotion,cat_compares_to_own_expectation,cat_compares_across_blocks,cat_addresses_the_audience,cat_says_it_was_enjoyable,cat_sarcasm_or_gallows_humour,vocab_numerical,vocab_spatial,vocab_working_memory,vocab_abstract,n_categories,uncoded,task_specific,names_other_task,time_ref,time_comparative,time_specific,nonsense,sentiment_pos,sentiment_neg,sentiment
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,5,2,2,Abstract reasoning,medium,medium_1,2,1,Negative,8,42,Thought I did better than I actually did..,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
cy6zq9z6,56ad40ce5ea7aa000cbe1947,Vaughan,4nes3mql,True,6,2,3,Abstract reasoning,hard,hard_1,3,1,Neutral,7,36,Did better than I thought that time.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,1,1,1,Abstract reasoning,easy,easy_2,5,0,Neutral,1,6,Trying,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,2,1,2,Abstract reasoning,medium,medium_2,5,0,Positive,2,10,going good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,3,1,3,Abstract reasoning,hard,hard_1,4,0,Negative,7,28,I didn't get that one at all,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,4,2,1,Working memory,easy,easy_2,5,0,Positive,2,10,cool beans,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,5,2,2,Working memory,medium,medium_2,0,1,Negative,6,25,I am not good at these...,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
d66asaan,5d53bffa147a7d00015aae5a,KD,4nes3mql,True,6,2,3,Working memory,hard,hard_1,0,0,Negative,5,18,I hate these a lot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,4,2,1,Abstract reasoning,easy,easy_2,1,1,Neutral,10,50,This wasn’t as easy as i expected! prep prep prep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,5,2,2,Abstract reasoning,medium,medium_2,0,1,Negative,1,7,Helpppp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,6,2,3,Abstract reasoning,hard,hard_2,1,1,Negative,2,16,Brce yourselves,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,7,3,1,Working memory,easy,easy_1,5,1,Positive,5,28,This isn’t difficult at all,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,8,3,2,Working memory,medium,medium_2,3,1,Neutral,2,15,Getting harder,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0
egadnrdq,6a0b725a3e1ce679fd30a9be,QueenJuliet,4nes3mql,True,9,3,3,Working memory,hard,hard_1,1,1,Positive,19,98,"Maybe i would’ve done better if the images stayed for 3 seconds on the page lol, this wasn’t easy",0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,3,0,1,0,0,0,0,0,2,0,2
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,1,1,1,Working memory,easy,easy_2,5,1,Positive,2,11,don't blink,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,2,1,2,Working memory,medium,medium_1,3,1,Neutral,5,17,count them 1 by 1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,3,1,3,Working memory,hard,hard_1,2,1,Negative,8,44,"good luck, count the white squares this time",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,4,2,1,Spatial reasoning,easy,easy_2,2,1,Negative,3,14,these are hard,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,5,2,2,Spatial reasoning,medium,medium_2,4,1,Positive,13,73,"imagine just 1 rotation and then compare the answers, only 1 usually fits",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
eonx1zdc,69b9c6588581f04030920529,sharkbait,4nes3mql,True,6,2,3,Spatial reasoning,hard,hard_1,3,1,Neutral,4,17,idk try your best,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,5,1,Positive,5,31,"Easy stuff, don't overthink it.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,0,1,Neutral,4,26,Things are getting harder.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,1,1,Negative,2,9,Too hard.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,4,2,1,Abstract reasoning,easy,easy_1,4,1,Neutral,4,22,The puzzles are  hard.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,-1
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,5,2,2,Abstract reasoning,medium,medium_1,2,1,Negative,4,16,Too hard for me.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
fyg8qx76,671e55aeca0216c5762de35a,Bob,4nes3mql,True,6,2,3,Abstract reasoning,hard,hard_2,3,1,Neutral,7,30,"Keep at it, even if it's hard.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,-1
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,1,1,1,Working memory,easy,easy_1,5,1,Positive,5,19,Off to a good start,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,2,1,2,Working memory,medium,medium_2,1,1,Neutral,5,25,well that was short lived,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,3,1,3,Working memory,hard,hard_2,0,1,Neutral,3,15,"lol, I'm doomed",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_1,4,1,Positive,2,12,feeling good,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_1,3,1,Neutral,4,16,I need more time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
g2yb8q4v,5d89106d1719af0001ee23e5,Dax,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_1,0,1,Negative,4,21,not good with numbers,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,4,2,1,Numerical reasoning,easy,easy_2,2,1,Positive,4,23,harder than I expected!,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,5,2,2,Numerical reasoning,medium,medium_1,2,1,Neutral,3,15,these are tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,6,2,3,Numerical reasoning,hard,hard_2,1,1,Neutral,3,17,that was guessing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,7,3,1,Working memory,easy,easy_2,4,1,Positive,2,12,enjoyed that,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,8,3,2,Working memory,medium,medium_1,3,1,Positive,1,6,tricky,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ganj1hf4,69f8d4265b93aa2a6beb30d7,jenn,4nes3mql,True,9,3,3,Working memory,hard,hard_1,1,1,Neutral,1,5,tough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,4,2,1,Working memory,easy,easy_1,5,1,Positive,3,21,How's everyone doing?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,5,2,2,Working memory,medium,medium_1,0,0,Negative,1,5,BOO!!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,6,2,3,Working memory,hard,hard_2,1,0,Neutral,5,24,Too quick on those dots!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_2,2,1,Neutral,2,12,"Oh, Dear....",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_2,1,1,Neutral,4,18,UGG@ This is tuff!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gn9qtg3z,608437f0b139060610c9f0c1,Annie,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_1,1,1,Negative,5,27,"No more of these, please...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,1,1,1,Spatial reasoning,easy,easy_2,0,0,Negative,4,15,Did not do well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,2,1,2,Spatial reasoning,medium,medium_2,2,0,Neutral,1,5,mehhh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,3,1,3,Spatial reasoning,hard,hard_1,2,0,Neutral,1,5,mehhh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_2,5,1,Positive,1,6,gooddd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_1,5,1,Positive,1,8,gooddddd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hg3xmlfd,69bc5489f5ecef4bd3af96b7,teeeeeeeee,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_2,3,0,Neutral,1,5,mehhh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,1,1,1,Spatial reasoning,easy,easy_2,1,1,Neutral,1,6,Bummer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,2,1,2,Spatial reasoning,medium,medium_2,2,1,Neutral,1,5,Yikes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,3,1,3,Spatial reasoning,hard,hard_2,1,1,Neutral,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,4,2,1,Working memory,easy,easy_2,5,1,Positive,1,7,finally,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,5,2,2,Working memory,medium,medium_2,3,1,Neutral,6,34,hopefully I'll do better next time,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
i3sgzhen,69eaa4daa55854d17fc676ed,lgn1001,4nes3mql,True,6,2,3,Working memory,hard,hard_1,5,1,Positive,1,7,woohooo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,5,1,Positive,3,11,I did good.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,4,1,Positive,5,19,I think i did good.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,4,1,Positive,3,12,I did decent,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,4,2,1,Spatial reasoning,easy,easy_2,1,1,Neutral,3,10,I did bad.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,5,2,2,Spatial reasoning,medium,medium_2,1,1,Neutral,5,21,Wow. I did bad again.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,-1
jx0qf5w7,69e122b016fbeb103ddd2ef3,Chocolate,4nes3mql,True,6,2,3,Spatial reasoning,hard,hard_2,4,1,Positive,3,13,I did better.,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,1
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,4,2,1,Numerical reasoning,easy,easy_1,4,0,Neutral,10,43,I feel like I could have got them all right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,5,2,2,Numerical reasoning,medium,medium_2,5,1,Positive,1,5,cool!,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,6,2,3,Numerical reasoning,hard,hard_2,3,0,Negative,4,22,could have done better,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,7,3,1,Spatial reasoning,easy,easy_1,0,1,Negative,4,16,I didn't do well,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,8,3,2,Spatial reasoning,medium,medium_1,2,0,Neutral,2,7,I tried,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
k35iggqj,63d7fb6ee49281f6c41d6630,ian,4nes3mql,True,9,3,3,Spatial reasoning,hard,hard_2,1,0,Negative,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,1,1,1,Numerical reasoning,easy,easy_2,4,0,Positive,12,54,Good news! I passed 4 out of 5 basic math problems. /s,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,1,0,1
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,2,1,2,Numerical reasoning,medium,medium_2,3,0,Positive,7,35,It's okay to be wrong about things.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-1
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,3,1,3,Numerical reasoning,hard,hard_2,2,0,Positive,1,12,Incredulous,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,4,2,1,Working memory,easy,easy_2,5,0,Positive,1,7,Thanks!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,5,2,2,Working memory,medium,medium_1,2,0,Positive,3,13,Crushing it 😎,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kaa222c3,6a149e73bc56be14452307c5,RES,4nes3mql,True,6,2,3,Working memory,hard,hard_2,0,1,Neutral,8,38,I'd like to revise my estimated IQ lol,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,4,2,1,Numerical reasoning,easy,easy_2,3,1,Neutral,9,43,i think the study is lying about my answers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,5,2,2,Numerical reasoning,medium,medium_1,2,1,Neutral,1,6,better,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,6,2,3,Numerical reasoning,hard,hard_1,0,1,Negative,3,10,how is it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,7,3,1,Spatial reasoning,easy,easy_2,2,1,Neutral,3,12,okay i tried,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,8,3,2,Spatial reasoning,medium,medium_2,1,0,Negative,3,12,not so good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
lqu81ih5,6a0ccabeb492695467a7d337,Mr Ebony,4nes3mql,True,9,3,3,Spatial reasoning,hard,hard_1,0,0,Negative,3,11,not so good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,4,2,1,Spatial reasoning,easy,easy_2,1,1,Neutral,6,22,i am not good at this!,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,5,2,2,Spatial reasoning,medium,medium_2,2,1,Neutral,5,21,I am just trucking on,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,6,2,3,Spatial reasoning,hard,hard_2,1,1,Positive,3,9,i am done,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_2,5,1,Positive,3,12,i love logix,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,1
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_1,5,1,Positive,4,18,I am enjoying this,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
lus8nw9s,66082cedc761ee3612cbd394,lilbro,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_1,1,1,Neutral,3,13,Lost my steam,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,-1
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,4,2,1,Working memory,easy,easy_2,3,1,Neutral,2,6,did ok,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,5,2,2,Working memory,medium,medium_2,0,1,Negative,2,7,did bad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,6,2,3,Working memory,hard,hard_1,0,1,Negative,2,7,no good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,7,3,1,Numerical reasoning,easy,easy_2,3,1,Neutral,2,7,not bad,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,8,3,2,Numerical reasoning,medium,medium_1,1,1,Negative,2,8,very bad,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
lxv5w82f,5b233660648d5b0001b7de87,Tony,4nes3mql,True,9,3,3,Numerical reasoning,hard,hard_1,0,1,Negative,2,8,not good,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,1,1,1,Abstract reasoning,easy,easy_2,1,1,Negative,9,41,I only got 1/5 correct in the last block!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,2,1,2,Abstract reasoning,medium,medium_1,2,1,Neutral,7,28,I got 2 in the second block!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,3,1,3,Abstract reasoning,hard,hard_1,2,1,Neutral,4,14,I only got 2/5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,4,2,1,Working memory,easy,easy_1,5,1,Positive,4,15,Yay! I got 5/5!,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,5,2,2,Working memory,medium,medium_2,3,1,Neutral,8,37,This was a bit challenging! I got 3/5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ond0yoqr,67f02740d233a50f479c4e20,Cherra,4nes3mql,True,6,2,3,Working memory,hard,hard_1,5,1,Positive,4,18,Got all 5 correct!,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
q2dqw3xz,6a22125d831a7b96b3ebd029,Olive-Narwhal,4nes3mql,True,4,2,1,Numerical reasoning,easy,easy_2,3,1,Positive,8,40,This one is easier than the spatial one.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
q2dqw3xz,6a22125d831a7b96b3ebd029,Olive-Narwhal,4nes3mql,True,5,2,2,Numerical reasoning,medium,medium_1,3,1,Positive,6,34,Doing slightly better on this one.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
q2dqw3xz,6a22125d831a7b96b3ebd029,Olive-Narwhal,4nes3mql,True,6,2,3,Numerical reasoning,hard,hard_2,2,1,Neutral,6,37,Got kinda frustrated towards the end.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-1
